215,O que é processamento durante a noite para uma transação pendente do cartão de crédito
216,Você poderia confirmar meu total de transações pendentes do cartão de crédito?
217,Você pode me enviar uma mensagem com as minhas cobranças pendentes por favor?
218,Você pode me ajudar com a obtenção de cobranças pendentes pelo meu cartão de crédito?
219,Quais são as maneiras pelas quais eu posso ver as minhas cobranças não resolvidas no cartão de crédito
220,Quais cobrancas pendentes ainda tenho?
221,É possível visualizar as cobranças pendentes do cartão de crédito?
222,Posso me inscrever para receber informações sobre as taxas pendentes do meu cartão de crédito?
223,Por que o dinheiro está refletindo nas minhas cobranças pendentes em vez de no meu saldo disponível para o meu cartão de crédito?
224,Pode me mostrar quanto há de cobrança pendente no meu cartão de crédito.
225,Pode me mostrar onde eu posso ver quaisquer encargos futuros cobrados na conta do meu cartão de crédito
226,O que faltou pagar no cartão ?
227,Onde posso ver quais taxas de crédito estão sendo processadas no meu cartão de crédito
228,Me diga qual o processo para visualizar as cobranças pendentes no cartão de crédito
229,Existe uma maneira de ver as minhas transações de cartão de crédito pendentes via web?
230,Existe alguma atividade pendente no meu cartao de debito?
231,Eu preciso de mais informações sobre os encargos pendentes para o cartão de crédito.
232,Eu paguei o valor em postos de gasolina e o extrato do cartão de crédito mostra cobranças pendentes.
233,Como ver os encargos pendentes associadas com o meu cartão off-line?
234,Como posso visualizar os encargos pendentes no meu cartão de crédito American Express?
235,Não consigo achar o meu número de identificação bancária
236,Como você pode descobrir o meu número de identificação bancária usando o meu extrato de conta?
237,Como posso localizar rapidamente o meu número de identificação bancária para transferência de dinheiro?
238,Como encontrar o número sem verificação de roteamento de conta
239,"Por favor, me ajude a ver o número de identificação bancária online"
240,Posso obter o número de conta de roteamento no agência bancária ao mostrar o meu comprovante de identidade
241,Preciso do numero SWIFT
242,Qual é o meu número de roteamento de 9 dígitos ligado à conta de poupança
243,Qual é o número correto de trânsito?
244,Qual o número de roteamento que eu uso para transferir dinheiro?
245,Qual é o procedimento para visualizar o meu número de identificação bancária?
246,"Quero fazer uma transação internacional, portanto preciso do número de identificação bancária para isso"
247,Quero pesquisar os números de identificação bancária para transferência de fundos para o exterior
248,Onde posso localizar meu número de roteamento no local por favor?
249,Onde posso encontrar o meu número de identificação bancária on-line para minha conta?
250,Onde está o número de roteamento do banco localizado em um cheque
251,O meu número de identificação bancária é o mesmo que o número de identificação bancária da minha conta corrente?
252,Me mostra meu IBAN
253,Encontrar o número de identificação bancária é muito difícil. Você pode me ajudar com respeito a isso?
254,Eu gostei disso.
255,Afirmativo! É por isso que eu estava procurando.
256,Bom trabalho.
257,Com certeza!
258,Com certeza. Estou empolgado com isso.
259,É disso que preciso.
260,Essa é a resposta apropriada.
261,Essa é a resposta certa.
262,Essa é a resposta pela qual procurava.
263,Está muito bom.
264,Genial!
265,É exatamente disso que preciso.
266,Isso está certo.
267,Muito bem. Vamos fazê-lo.
268,Nós precisamos exatamente disso.
269,"Sim, é isso!"
270,Ótimo.
271,Você leu minha mente.
272,Você me entende.
273,Ignore o que eu falei.
274,Esse assunto é inconveniente.
275,Esse assunto é irrelevante.
276,Sobre o que mais podemos falar?
277,Vamos falar de outro assunto?
278,Vamos mudar de assunto?
279,Quero ajuda sobre outra coisa.
280,Vamos falar sobre outra coisa.
281,Vamos mudar de assunto.
282,Quero falar de outra coisa.
283,Quero lidar com outro problema.
284,Esse assunto não tem nada a ver com o que preciso.
285,Esse assunto não tem nada a ver.
286,Preciso de outra coisa.
287,Preciso de algo totalmente diferente.
288,Podemos falar sobre outra coisa?
289,Não tenho mais o que falar sobre isso.
290,Não quero falar disso.
291,Não quero falar desse assunto.
292,"Não é disso que preciso, vamos mudar de assunto."
293,"Você pode repetir, por favor?"
294,Você não foi claro.
295,Você não entendeu o que eu perguntei.
296,Eu não entendi bem o que você me disse.
297,Você não entendeu o que eu disse.
298,"Pode tentar dizê-lo com mais clareza, por favor?"
299,Suas informações estão confusas.
300,"Diga isso novamente, por favor. Eu não ouvi."
301,Desculpe! Poderia repetir mais uma vez?
302,O que você quer dizer com isso?
303,O que você me deu não é exatamente o que estou procurando.
304,"Me desculpe, uma vez mais."
305,Eu preciso de mais informações.
306,Eu perdi a última parte. Poderia repetir?
307,Eu não entendi.
308,Como é?
309,A sua informação não está clara.
310,Acho que eu não fui claro.
311,Preciso que você repita a informação.
312,Sobre o que você está falando?
313,"Eu não estou ouvindo, pode falar mais alto?"
314,Eu estou de volta.
315,Fale algo se você estiver aí.
316,Olá. Você está aí?
317,Onde você está localizada? Não consigo ouvir nada.
318,O que está acontecendo?
319,Tem alguém aí?
320,Tem alguém na linha?
321,Vamos quebrar o silêncio?
322,Você ainda está aqui comigo?
323,Você caiu?
324,Você está aí?
325,Você foi a algum lugar?
326,Você ouviu o que eu disse?
327,Você ouviu o que perguntei?
328,Você precisa de mais tempo?
329,Vamos continuar do ponto anterior.
330,Podemos fazê-lo novamente?
331,"Na verdade, retiro o que disse."
332,Eu percebi que não era isso o que eu queria.
333,"Eu não queria fazer isso, na verdade, vamos voltar."
334,Eu mudei de idéia.
335,"Esqueça isso, vamos tentar outra coisa."
336,Espere! Vamos voltar alguns passos atrás e recomeçar.
337,Vamos voltar para o que eu pedi originalmente.
338,Vamos voltar para o que eu disse originalmente.
339,Espere! Eu acho que quero fazer diferente.
340,Desconsidere meu último pedido.
341,Deixe para lá.
342,Vamos para o próximo passo.
343,Vamos fazê-lo novamente!
344,Não estou entendendo.
345,O que você me deu não foi exatamente o que pedi.
346,Você está me entendendo mal.
347,Você não compreendeu o que perguntei.
348,Você não entendeu o que eu pedi.
349,Você não faz idéia.
350,Isso não estava correto. Esqueçamos.
351,Não é isso.
352,Isso não é o que quero dizer.
353,"Isso estava errado, tente novamente."
354,Eu não quis dizer isso.
355,Eu não quero isso.
356,Eu não preciso disso.
357,Eu não falei sobre isso.
358,Eu não entendo o que você está dizendo.
359,Eu não disse isso.
360,Eu não acho que essa seja a resposta.
361,Essa parece ser a resposta errada.
362,Essa não foi a minha intenção.
363,A resposta está incorreta.
364,O que você me deu não é o que eu estava procurando.
365,Volto logo.
366,Só um minuto.
367,Saí para uma pausa.
368,"Preciso de uma pausa, espere por favor."
369,Preciso de uma pausa.
370,Por favor aguarde minha volta.
371,"Por favor, aguarde."
372,"Pode me esperar, por favor?"
373,Me dê um segundo.
374,Por favor espere um minuto
375,Aguarde.
376,Deixe-me ver.
377,Estamos quase lá.
378,Eu preciso de um minuto.
379,Já volto.
380,"Me dê um minuto, por favor."
381,Eu voltarei logo.
382,Vou sair e já volto.
383,Vou me afastar do teclado e voltar em seguida.
384,Vou dar uma saída rápida.
385,Eu preciso entender desde o começo.
386,Eu quero ver desde o início.
387,Nós precisamos voltar ao início e começar novamente.
388,Pode repetir a partir do começo?
389,Por favor inicie do começo.
390,Refaça-o.
391,Reinicie novamente desde o começo.
392,Tente novamente.
393,Tente uma vez mais.
394,Vamos começar novamente.
395,Vamos reabrir isto novamente.
396,Vamos tentar isto de novo desde o começo.
397,Vá ao início.
398,Faça o pedido novamente
399,"Por favor não faça nada, vamos voltar."
400,Vamos desistir disso e voltar ao começo.
401,Eu quero voltar ao topo
402,Inicie novamente a partir do início
403,"Na verdade, vamos começar novamente."
404,"Posso, favor, começar do início?"
405,Vamos recomeçar do começo.
406,Como começar novamente?
407,Como eu posso começar novamente?
408,De volta ao começo.
409,De volta ao topo.
410,Eu preciso reiniciar.
411,Desculpe por não conseguir te ajudar.
412,Não sei se entendi o que você deseja.
413,Não tenho a menor idéia.
414,Não tenho certeza se entendo o que você está dizendo.
415,Não tenho idéia.
416,Não tenho uma solução para isso.
417,"Para se honesto, eu não tenho certeza."
418,Você me pegou.
419,O que você não me contaria?
420,Desculpe não poder te ajudar com isso.
421,Eu ainda não estou convencido.
422,Eu não sei do que você precisa.
423,Eu não sei o que te deixará feliz.
424,Eu não sei o que você deseja.
425,Eu não tenho idéia do que você está procurando.
426,"Eu não tenho idéia, na verdade."
427,"Me desculpe, mas não tenho uma resposta para sua pergunta."
428,"Me perdoe, mas não tenho uma resposta."
429,Não faço idéia.
430,"Não posso te ajudar, desculpe."
431,"Não sei a resposta para isso, me perdoe."
432,Quais esportes estão sendo cancelados?
433,Quando o campeonato retornará?
434,Quando será realizado o campeonato de futebol?
435,Qual é o número máximo de pessoas que podem se reunir no momento?
436,Devo me sentir seguro indo ao cinema?
437,Como sei se meu show foi cancelado?
438,É permitido que grupos de pessoas se encontrem?
439,Os eventos estão fechando?
440,eventos e grandes reuniões
441,Vou receber um reembolso pelo ingresso que comprei?
442,Por que o governo está encerrando meu evento?
443,O país têm algum caso de COVID confirmado?
444,Alguém morreu de coronavírus no meu estado?
445,qual é a contagem de pessoas infectadas com coronavírus?
446,Onde estão os casos?
447,Alguém perto de mim está doente?
448,Quantas pessoas estão doentes no país?
449,Quantas pessoas estão infectadas no país?
450,Quantos casos de coronavírus existem na minha área?
451,Quantos casos de vírus existem no mundo?
452,Quantos casos de COVID-19 existem no Brasil?
453,Existe um caso perto de mim?
454,número de casos de covid no meu estado?
455,O meu estado possui um caso COVID confirmado?
456,visita técnica
457,Você pode fornecer o serviço de reparo em casa?
458,O compromisso que eu tenho precisa ser cancelada ou alterada para um outro dia.
459,É necessário agendar uma reunião para um engenheiro fazer uma chamada de casa?
460,"Eu quero agendar uma consulta pessoal. Você pode me dizer a loja mais próxima da minha residência, por favor?"
461,Existe alguma maneira que poderíamos mudar este compromisso para a noite?
462,É inconveniente para mim ir ao seu escritório. Pode remarcar minha consulta para minha casa?
463,Eu posso mudar a data da minha consulta na minha casa para uma data diferente?
464,Eu preciso remarcar uma consulta para uma visita domiciliar.
465,Eu ficaria feliz se pudermos nos encontrar para ter uma discussão sobre isso.
466,"Tenho uma consulta na nossa loja local para esta manhã e eu preciso reagendar isso para mais tarde na semana, você pode me ajudar com isso?"
467,Quero me encontrar com alguem pessoalmente para falar sobre parcelamento de contas.
468,Preciso mudar o horário da consulta agendada na minha casa para um outro dia se é possível
469,Posso reservar uma sessão pessoal para aprender como usar meu novo telefone na loja perto da minha casa?
470,Posso cancelar a minha consulta domiciliar mais recente
471,Por favor me ajude a mudar minha consulta para outra hora.
472,Como posso alterar o horário para o meu compromisso em casa
473,Como faço para marcar uma consulta de uma hora para um técnico visitar minha casa?
474,Alguém precisa vir à casa para instalar o serviço de internet.
475,O técnico pode visitar minha casa o mais rápido possível?
476,"Preciso adicionar um usuário autorizado à minha conta, apenas acessar para fazer alterações."
477,"Posso incluir meu companheiro de quarto na minha conta e autorizou ela a fazer alterações, mas a conta deve ficar em meu nome."
478,Posso incluir alguém na minha conta? Mais eu vou continuar sendo a pessoa responsável.
479,Gostaria de autorizar outra pessoa a ter acesso à minha conta
480,Altere o usuário autorizado
481,Como altero a autorizacao de alguem na minha conta?
482,Desejo permitir que outras pessoas tenham acesso a minha pontuação
483,Que tipo de permissões posso dar a novos usuários da minha conta?
484,Quero adicionar um usuário à minha conta para poder acessá-la e fazer alterações.
485,Quais sao as pessoas autorizadas a acessar minha conta?
486,"Como eu adiciono um novo usuário à minha conta para fazer algumas mudanças, mas ainda ser responsável pela parte de propriedade e financeira?"
487,Como incluir mais um usuário na minha conta?
488,"Como permito que alguém acesse minha conta online. Preciso que ele seja capaz de fazer alterações, mas não quero mudar a propriedade da conta."
489,Como posso adicionar um outro usuário á minha conta com privilégios limitados?
490,Eu preciso acessar a conta da minha mãe porque ela está doente. Como tenho acesso à conta dela?
491,Eu gostaria de remover o usuário autorizado atual e adicionar outro por favor
492,Eu gostaria de incluir meu filho na minha conta. Eu quero que ele seja capaz de acessar a conta e fazer qualquer mudanças que precise. Pode me ajudar com isso?
493,"Eu gostaria de autorizar um usuário adicional na minha conta. Eles terão permissão para acessar informações e fazer alterações, mas terei responsabilidade exclusiva e controle de todas as questões financeiras."
494,Como posso dar a minha esposa acesso à minha conta enquanto eu ainda mantenho a responsabilidade financeira?
495,Posso incluir um usuário secundário na minha conta que está autorizado a fazer alterações?
496,Quero cancelar meu serviço completamente e fechar minha conta. Não quero falar com um agente de retenção.
497,"Quero cancelar meu serviço, não quero mais ser seu cliente"
498,Quero cancelar minha conta. Existe alguma multa contratual?
499,Quero cancelar minha conta. Quanto devo pagar?
500,"Quero cancelar minha conta, você pode por favor me dizer qual é o processo?"
501,Cancele minha assinatura.
502,Eu estou mudando as residências e eu quero cancelar o meu contrato
503,"Meu plano está muito caro, quero cancelar."
504,Apesar de ainda estar no periodo do contrato posso cancelar minha conta imediatamente?
505,Como faço se eu quiser fechar minha conta?
506,Desejo cancelar este plano e encerrar minha conta
507,Entrei em contato com você semanas atrás para discutir o cancelamento do meu contrato
508,"Estou me movendo para o exterior, preciso fechar minha conta."
509,Eu vou mudar a minha residência e eu quero cancelar a minha conta
510,Não estou muito feliz com os serviços prestados da sua parte e quero minha conta fechada.
511,Não preciso mais deste serviço. Poderia cancelar minha conta?
512,O meu contrato termina em alguns meses. Quero cancelá-lo hoje e cancelar a conta.
513,"O meu contrato terminou. Por favor, proceda para o encerramento da minha conta."
514,O que eu tenho que fazer para parar todos os meus serviços com você e fechar minha conta?
515,O usuário quer cancelar ou fechar uma conta
516,Quanto é a taxa de cancelamento desta empresa?
517,"Quanto aviso eu preciso dar para cancelar meu serviço, por favor?"
518,Quanto eu teria que pagar para terminar meu contrato hoje? Termina em 20 de setembro.
519,"Ei, você poderia me dar o endereço de e-mail que preciso para registrar uma queixa?"
520,Como posso entrar em contato com você da melhor maneira? /Como posso entrar em contato com você da melhor forma?
521,"Bom dia, eu me pergunto se você gosta de saber como eu conseguir o número de telefone de contato de uma loja física?"
522,A Internet não está funcionando. O serviço ao cliente está fechado durante o horário comercial principal? Alguém a quem posso contatar para obter assistência?
523,Você pode me dizer o número de telefone para entrar em contato com minha loja local da Tim?
524,"Tom, perdi meu dispositivo e preciso de ajuda para contatar o meu provedor de serviços para poder cancelar o serviço."
525,"Quero saber o número de telefone da loja física em Campinas,SP"
526,Por favor me ligue de volta
527,Você pode me fornecer o número do provedor principal em Campinas?
528,"Você poderia por favor conectar-me com o meu provedor de serviços, ou se isso não for possível, você tem o número de telefone?"
529,Existe um número de serviço ao cliente que eu possa usar para entrar em contato com a companhia de telefone e falar com um agente diretamente?
530,Existe um número que eu posso ligar e conseguir uma pessoa real nos Estados Unidos que pode/poderia/possa me ajudar?
531,Existe um número que posso chamar para falar com um operador ao vivo?
532,Que número eu deveria ligar para falar com uma pessoa e não um robô?
533,Para qual número posso ligar para pedir ajuda enquanto estou viajando internacionalmente?
534,Onde está o seu número de serviço? Liguei para 800.288.2020 mas se disconecta E onde está bate-papo ao vivo.
535,"Oi, eu queria saber onde está o link para sua informação de contato?"
536,"Quero desbloquear o meu telefone na operadora, como faço para entrar em contato com o serviço ao cliente? Não há tópico relacionado com isso."
537,Posso ter o número de contato da loja mais próxima do endereço no meu perfil?
538,"Eu terminei de enviar novamente / reenviar a informação conforme solicitado. Agora, como podemos entrar em contato?"
